year,month,quote
2021,January,"La ville de Cannes a racheté en 1931 la villa Maurice-Alice et ses 20 000 m2 de parc appartenant au patrimoine balnéaire pour y installer une école publique.
présente 2 jours en page d'accueil du 12 janvier 2021 à 00:00:10 au 14 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Cartouches des jeux E.T. et Centipede découverts lors de la fouille.En 1983, à la suite d’un krach, E.T. (photo) est enterré dans le désert du Nouveau-Mexique.
présente 2 jours en page d'accueil du 12 janvier 2021 à 12:00:10 au 14 janvier 2021 à 12:00:10. Discussion de la proposition."
2021,January,"Le parc Gorki (Moscou) en 2016.L’incident du parc Gorki (photo) d’août 1985 résulte d’une manœuvre des Jeunesses communistes soviétiques à l’encontre du chanteur Renaud.
présente 2 jours en page d'accueil du 13 janvier 2021 à 00:00:11 au 15 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"De même qu’il pleut de l’eau sur Terre et du méthane sur Titan, il pleut du fer sur WASP-76 b.
présente 2 jours en page d'accueil du 13 janvier 2021 à 00:00:11 au 15 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Carte du courant circumpolaire antarctique.Plus grand courant marin du monde, le courant circumpolaire antarctique (carte) a eu un débit moyen estimé de 125 sverdrups à travers le passage de Drake en 1979.
présente 2 jours en page d'accueil du 13 janvier 2021 à 12:00:10 au 15 janvier 2021 à 12:00:10. Discussion de la proposition."
2021,January,"Bernard Tapie en 2011.Bernard Tapie (photo), considéré comme le premier cas de la jurisprudence Bérégovoy-Balladur — qui contraint un ministre, en France, à démissionner une fois mis en examen —, a réintégré le gouvernement Pierre Bérégovoy l’année même de son départ.
présente 2 jours en page d'accueil du 14 janvier 2021 à 12:00:10 au 16 janvier 2021 à 12:00:14. Discussion de la proposition."
2021,January,"Page d’accueil de Nupedia.Lancée le 15 janvier 2001, Wikipédia a d’abord été créée comme un projet secondaire alimentant Nupedia (page d’accueil), disparue en 2003.
présente 2 jours en page d'accueil du 15 janvier 2021 à 00:00:10 au 17 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Il existe des insectes qui parasitent des insectes hyperparasitoïdes.
présente 2 jours en page d'accueil du 15 janvier 2021 à 00:00:10 au 17 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Le mot « wiki » vient de l’hawaïen.
présente 2 jours en page d'accueil du 15 janvier 2021 à 12:00:10 au 17 janvier 2021 à 12:00:13. Discussion de la proposition."
2021,January,"Le drapeau de la Nouvelle-Écosse.Le drapeau de la Nouvelle-Écosse (image) est constitué du drapeau écossais aux couleurs inversées ainsi que des armoiries royales écossaises en son centre.
présente 2 jours en page d'accueil du 16 janvier 2021 à 00:00:11 au 18 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Les quatre cordes d’un Poilu ont vibré dans les tranchées de la Grande Guerre.
présente 2 jours en page d'accueil du 16 janvier 2021 à 00:00:11 au 18 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Emplacement des troupes du général Guyon-Vernier autour de l’abbaye de Frigolet à Tarascon, le 8 novembre 1880.L’expulsion des congrégations religieuses de France en 1880 a donné lieu à un siège de quatre jours de l’abbaye Saint-Michel de Frigolet (illustration), mobilisant un général, 250 dragons, 500 hommes de ligne et plusieurs canons.
présente 2 jours en page d'accueil du 16 janvier 2021 à 12:00:14 au 18 janvier 2021 à 12:00:12. Discussion de la proposition."
2021,January,"Palais de l’Assemblée nationale centrafricaine.En cas d’égalité des voix entre un homme et une femme au second tour des élections des députés de l’Assemblée nationale centrafricaine (photo), la femme l’emporte.
présente 2 jours en page d'accueil du 17 janvier 2021 à 00:00:10 au 19 janvier 2021 à 00:00:22. Discussion de la proposition."
2021,January,"Ce n’est que depuis 2017 que le blasphème n’est plus punissable nulle part en France.
présente 2 jours en page d'accueil du 17 janvier 2021 à 00:00:10 au 19 janvier 2021 à 00:00:22. Discussion de la proposition."
2021,January,"Table de trente et quarante au casino de Monte-Carlo.Les Monégasques sont interdits de jeu (photo) au casino de Monte-Carlo.
présente 2 jours en page d'accueil du 17 janvier 2021 à 12:00:13 au 19 janvier 2021 à 12:00:11. Discussion de la proposition."
2021,January,"Premier drapeau du mouvement paneuropéen.Sur le drapeau de l’Union paneuropéenne (image), le même symbole évoque à la fois les croisades et la Croix-Rouge.
présente 2 jours en page d'accueil du 18 janvier 2021 à 00:00:11 au 20 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Les Crocodiles sont plus proches des moineaux que du lézard crocodile.
présente 2 jours en page d'accueil du 18 janvier 2021 à 00:00:11 au 20 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Timbre ukrainien figurant Kolobok.L’équivalent du Petit Bonhomme de pain d’épices dans la culture slave est une boule de pâte (timbre) nommée Kolobok.
présente 2 jours en page d'accueil du 18 janvier 2021 à 12:00:12 au 20 janvier 2021 à 12:00:10. Discussion de la proposition."
2021,January,"Isabelle de France, dans une miniature attribuée à Loyset Liédet tirée d’une copie de 1470 des Chroniques de Jean Froissart.Avant d’être ainsi popularisée par Maurice Druon en 1959, la reine Isabelle (miniature) a été surnommée la « Louve de France » par Thomas Gray en 1757 puis par Bertolt Brecht en 1924.
présente 2 jours en page d'accueil du 19 janvier 2021 à 00:00:22 au 21 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Embastillé pour avoir prôné le mariage des prêtres, l’abbé Desforges prétendait pouvoir voler dans un char couvert de plumes.
présente 2 jours en page d'accueil du 19 janvier 2021 à 00:00:22 au 21 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Un lanceur Black Arrow.La fusée Black Arrow (photo) a effectué l’unique lancement orbital réussi au Royaume-Uni.
présente 2 jours en page d'accueil du 19 janvier 2021 à 12:00:11 au 21 janvier 2021 à 12:00:21. Discussion de la proposition."
2021,January,"Soldats français de la France libre en 1942.À la suite de la bataille de Bir Hakeim, qui opposa l’armée de la France libre, essentiellement composée de soldats coloniaux (photo), à l’Afrika Korps, Adolf Hitler déclara que les Français étaient, après les Allemands, « les meilleurs soldats de toute l’Europe ».
présente 2 jours en page d'accueil du 20 janvier 2021 à 00:00:11 au 22 janvier 2021 à 00:00:25. Discussion de la proposition."
2021,January,"À cause de Sainte-Croix, Paulette et Michel ne pourraient plus jouer à des jeux interdits.
présente 2 jours en page d'accueil du 20 janvier 2021 à 00:00:11 au 22 janvier 2021 à 00:00:25. Discussion de la proposition."
2021,January,"Le Triveneto.Les Vénéties tridentine, euganéenne et julienne sous domination des Habsbourg avant la deuxième guerre d’indépendance italienne furent regroupées sous la dénomination de Triveneto (carte).
présente 2 jours en page d'accueil du 20 janvier 2021 à 12:00:10 au 22 janvier 2021 à 12:00:11. Discussion de la proposition."
2021,January,"La colonne Louis-XVI, place Maréchal-Foch.Sur une place de Nantes, se dresse toujours une statue du roi Louis XVI (photo).
présente 2 jours en page d'accueil du 21 janvier 2021 à 00:00:11 au 23 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"L’expression « tiers monde » désigne à l’origine l’ensemble des pays qui n’appartenaient ni au bloc occidental, ni au bloc communiste durant la guerre froide.
présente 2 jours en page d'accueil du 21 janvier 2021 à 00:00:11 au 23 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Mouton typique de l’île de Man.Les moutons de l’île de Man ont deux ou trois paires de cornes (photo).
présente 2 jours en page d'accueil du 21 janvier 2021 à 12:00:21 au 23 janvier 2021 à 12:00:10. Discussion de la proposition."
2021,January,"Mansa Moussa dans l’Atlas catalan.Au cours de son pèlerinage à la Mecque en 1324, le roi du Mali Mansa Moussa (image) a dépensé tellement que le prix de l’or s’est effondré au Caire et dans d’autres villes.
présente 2 jours en page d'accueil du 22 janvier 2021 à 00:00:25 au 24 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Afin de prévenir un éventuel cancer, la palpation des testicules est recommandée au moins une fois par mois, dès l’âge de 14 ans.
présente 2 jours en page d'accueil du 22 janvier 2021 à 00:00:25 au 24 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Muse vénérée, sur Terre, par Antipater de Thessalonique, la poétesse grecque Anytè de Tégée a aussi inspiré le nom de deux cratères extraterrestres, Anicia sur Vénus et Anyte sur Mercure.
présente 2 jours en page d'accueil du 23 janvier 2021 à 00:00:10 au 25 janvier 2021 à 00:01:03. Discussion de la proposition."
2021,January,"Pierre Louÿs vers 1890-1900.Pierre Louÿs (photo) est peut-être le fils de son demi-frère.
présente 2.5 jours en page d'accueil du 22 janvier 2021 à 12:00:11 au 25 janvier 2021 à 00:01:03. Discussion de la proposition."
2021,January,"Vue du barrage en 2009 ; à l'avant plan, l'ascenseur à bateau en construction.Le réservoir du barrage des Trois-Gorges (photo) contient suffisamment d’eau pour ralentir la rotation de la Terre de manière mesurable.
présente 2.5 jours en page d'accueil du 23 janvier 2021 à 00:00:10 au 25 janvier 2021 à 12:00:11. Discussion de la proposition."
2021,January,"Depuis 2009, l’adresse de Tintin à Bruxelles est aussi celle de son musée à Louvain-la-Neuve.
présente 2 jours en page d'accueil du 24 janvier 2021 à 00:00:10 au 26 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Portrait retourné de Philippe V.En représailles de l’incendie de Xàtiva pendant la guerre de Succession d’Espagne, le musée de l’Almodi accroche Philippe V tête en bas (photo).
présente 2.5 jours en page d'accueil du 23 janvier 2021 à 12:00:10 au 26 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Il y a cent ans, dans la pièce R. U. R. de Karel Čapek, était prononcé pour la première fois en public le mot robot.
présente 2 jours en page d'accueil du 25 janvier 2021 à 00:01:03 au 27 janvier 2021 à 00:01:30. Discussion de la proposition."
2021,January,"Voulue par son concepteur comme « la plus grande de tous les temps », l’exposition The Family of Man est toujours présentée au public, soixante-cinq ans après son inauguration (photo).
présente 3 jours en page d'accueil du 24 janvier 2021 à 00:00:10 au 27 janvier 2021 à 00:01:30. Discussion de la proposition."
2021,January,"La Statue de la liberté sur l’île de Liberty Island au Sud de Manhattan, autochrome, c. 1905.La Liberté éclairant le monde (autochrome) a notamment éclairé les marins entre 1886 et 1902.
présente 2.5 jours en page d'accueil du 25 janvier 2021 à 00:01:03 au 27 janvier 2021 à 12:00:09. Discussion de la proposition."
2021,January,"Deux cent trente espèces de fourmis sont esclavagistes.
présente 2 jours en page d'accueil du 26 janvier 2021 à 00:00:11 au 28 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Un lanceur SIMBAD sur un bâtiment de classe Mistral.Les Mistral portent des Mistral (photo).
présente 2.5 jours en page d'accueil du 25 janvier 2021 à 12:00:11 au 28 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Drapeau d’Hawaï.Bien que n’ayant jamais été colonisé par le Royaume-Uni, Hawaï est le seul État américain à afficher l’Union Jack sur son propre drapeau (photo).
présente 2.5 jours en page d'accueil du 26 janvier 2021 à 00:00:11 au 28 janvier 2021 à 12:00:11. Discussion de la proposition."
2021,January,"Verdi et ses amis à Sant’Agata en 1900.Propriétaire de nombreux domaines à Sant’Agata et alentour, Giuseppe Verdi (photo) commercialisait, sous la marque G.V., la viande de porc et la charcuterie issues de la production de ses fermes.
présente 2 jours en page d'accueil du 27 janvier 2021 à 00:01:30 au 29 janvier 2021 à 00:00:12. Discussion de la proposition."
2021,January,"Le signataire de l’arrêté d’interdiction de L’Hebdo Hara-Kiri fut à la tête de la Police nationale et d’un troupeau de deux cents têtes de bétail.
présente 2 jours en page d'accueil du 27 janvier 2021 à 00:01:30 au 29 janvier 2021 à 00:00:12. Discussion de la proposition."
2021,January,"Max Huber.C’est durant la présidence du marchand d’armes Max Huber (photo), en 1944, que le Comité international de la Croix-Rouge reçut le prix Nobel de la paix.
présente 2 jours en page d'accueil du 27 janvier 2021 à 12:00:09 au 29 janvier 2021 à 12:00:10. Discussion de la proposition."
2021,January,"Monuments (allemand et français) aux morts de la guerre de 1870-1871 du cimetière Saint-Cheron, Chartres, Eure-et-Loir (France).Avant la Première Guerre mondiale, près de 900 monuments aux morts ont été érigés en France en mémoire des victimes de la guerre de 1870 (exemples).
présente 2 jours en page d'accueil du 28 janvier 2021 à 00:00:10 au 30 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Des dinosaures hauts d’au moins 2,5 m à la hanche ont laissé les empreintes de leurs pieds au plafond d’une grotte de Lozère.
présente 2 jours en page d'accueil du 28 janvier 2021 à 00:00:10 au 30 janvier 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Exemple de page affichant l’erreur HTTP 451, en anglais.L’erreur HTTP 451 (exemple) fait directement référence au roman de science-fiction dystopique Fahrenheit 451.
présente 2 jours en page d'accueil du 28 janvier 2021 à 12:00:11 au 30 janvier 2021 à 12:00:12. Discussion de la proposition."
2021,January,"Constantin Tsiolkovski (photo) a imaginé en 1895 le concept de l’ascenseur spatial pour mettre des charges sur orbite, huit ans avant de décrire les principes de la fusée à ergols liquides et d’inventer la loi fondamentale de l’astronautique.
présente 2 jours en page d'accueil du 29 janvier 2021 à 00:00:12 au 31 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Prometheus (code WPN-114) a été abattu à des fins de recherche.
présente 2 jours en page d'accueil du 29 janvier 2021 à 00:00:12 au 31 janvier 2021 à 00:00:11. Discussion de la proposition."
2021,January,"Buste de Pierre Poivre dans le Jardin de l’État de Saint-Denis de La Réunion.Amputé d’un avant-bras à la suite d’une blessure par un boulet de canon, Pierre Poivre (buste) renonça à la prêtrise car la bénédiction devait être faite avec la main droite.
présente 2 jours en page d'accueil du 29 janvier 2021 à 12:00:10 au 31 janvier 2021 à 12:00:12. Discussion de la proposition."
2021,January,"Publicité Marlboro avec un « Marlboro Man » à Varsovie (Pologne).Certains acteurs ayant incarné le cowboy Marlboro dans une publicité de la marque (exemple), ont plus tard participé à des campagnes antitabac avant de mourir d’une maladie très probablement due au tabac.
présente 2 jours en page d'accueil du 30 janvier 2021 à 00:00:10 au 01 février 2021 à 00:00:10. Discussion de la proposition."
2021,January,"La maison du Frère-Moffet a été déplacée cinq fois depuis sa construction en 1881.
présente 2 jours en page d'accueil du 30 janvier 2021 à 00:00:10 au 01 février 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Louis XII par Jehan Perréal, vers 1514.En 1792, le député Charles Lambert proposa d’inhumer au Panthéon Louis XII (portrait) et Henri IV, les décrivant comme « les seuls de nos rois qui se soient montrés les pères du peuple ».
présente 2 jours en page d'accueil du 30 janvier 2021 à 12:00:10 au 01 février 2021 à 12:00:10. Discussion de la proposition."
2021,January,"Maquette du satellite Artemis.Largué à trop basse altitude en raison d’une défaillance de sa fusée, le satellite Artemis (maquette) est arrivé sur son orbite après dix-huit mois d’opérations de sauvetage, s’élevant à raison d’à peine un kilomètre à l’heure.
présente 2 jours en page d'accueil du 31 janvier 2021 à 00:00:10 au 02 février 2021 à 00:00:10. Discussion de la proposition."
2021,January,"Europe est originaire d’Asie.
présente 2 jours en page d'accueil du 31 janvier 2021 à 00:00:10 au 02 février 2021 à 00:00:10. Discussion de la proposition."
2021,January,"4CV couleur sable exposée au Paris Motor Show en 2018.Les premières Renault 4CV étaient de couleur sable (photo) car peintes avec les surplus de l’Afrikakorps récupérés à titre de réparations de guerre.
présente 2 jours en page d'accueil du 31 janvier 2021 à 12:00:10 au 02 février 2021 à 12:00:10. Discussion de la proposition."
2021,February,"L’orchestre à Salzbourg en 2013.Le nom du West-Eastern Divan Orchestra (photo) fondé par Daniel Barenboim fait référence au Divan occidental-oriental de Johann Wolfgang von Goethe inspiré par le diwan de Chams ad-Din Mohammad Hafez-e Chirazi.
présente 2 jours en page d'accueil du 01 février 2021 à 00:00:10 au 03 février 2021 à 00:00:10. Discussion de la proposition."
2021,February,"Réintroduite dans les Pyrénées en 1948, la marmotte en avait disparu il y a plus de 11 000 ans.
présente 2 jours en page d'accueil du 01 février 2021 à 00:00:10 au 03 février 2021 à 00:00:10. Discussion de la proposition."
2021,February,"Reproduction de l’enseigne du Lapin à Gill.Là peint A. Gill (illustration).
présente 2 jours en page d'accueil du 02 février 2021 à 00:00:10 au 04 février 2021 à 00:00:10. Discussion de la proposition."
2021,February,"Il fallut attendre la fin du siècle des Lumières pour voir plusieurs améliorations significatives de la lampe à huile.
présente 2 jours en page d'accueil du 02 février 2021 à 00:00:10 au 04 février 2021 à 00:00:10. Discussion de la proposition."
2021,February,"Le disque d’accrétion du trou noir M87* imagé par l’Event Horizon Telescope.Un trou noir n’a pas de poils (photo).
présente 3 jours en page d'accueil du 03 février 2021 à 00:01:00 au 06 février 2021 à 00:01:01. Discussion de la proposition."
2021,February,"Rédigé par Boris Vian, qui travaillait dans la normalisation, pendant ses heures de bureau, le manuscrit de L’Écume des jours se trouve au verso d’imprimés de l’AFNOR.
présente 3 jours en page d'accueil du 03 février 2021 à 00:01:00 au 06 février 2021 à 00:01:01. Discussion de la proposition."
2021,February,"Danielle Casanova a fait l’objet d’un timbre-poste français plus de 20 ans après en avoir eu un à son effigie en République démocratique allemande (RDA) (reproduction).
présente 3 jours en page d'accueil du 04 février 2021 à 00:00:58 au 07 février 2021 à 00:01:38. Discussion de la proposition."
2021,February,"Le pseudonyme du scénariste Claude Guylouis cache un trio d’auteurs constitué de Claude Klotz (alias Patrick Cauvin), Guy Vidal et Jean-Louis Robert.
présente 3 jours en page d'accueil du 04 février 2021 à 00:00:58 au 07 février 2021 à 00:01:38. Discussion de la proposition."
2021,February,"Exemples de fulgurites des sables.Qui jette la foudre récolte parfois des fulgurites (photo).
présente 3 jours en page d'accueil du 05 février 2021 à 00:01:23 au 08 février 2021 à 00:00:35. Discussion de la proposition."
2021,February,"Certains insectes pratiquent l’agriculture depuis plusieurs dizaines de millions d’années.
présente 3 jours en page d'accueil du 05 février 2021 à 00:01:23 au 08 février 2021 à 00:00:35. Discussion de la proposition."
2021,February,"Carottes de sables bitumineux en Alberta.Selon les données de 2019, le Canada détient les troisièmes réserves prouvées de pétrole au monde (photo), nonobstant leur possibilité d’exploitation, avec 9,8 % du total mondial, derrière le Venezuela (17,5 %) et l’Arabie saoudite (17,2 %).
présente 3 jours en page d'accueil du 06 février 2021 à 00:01:01 au 09 février 2021 à 00:00:54. Discussion de la proposition."
2021,February,"Deux chutes de cheval ont fait basculer l’issue de la bataille d’Antioche du Méandre.
présente 3 jours en page d'accueil du 06 février 2021 à 00:01:01 au 09 février 2021 à 00:00:54. Discussion de la proposition."
2021,February,"Blason de l’Île-de-Sein.Depuis Louis XIV, les communes de l’Île-de-Sein (blason) et de l’Île-Molène ne sont pas soumises à la taxe d’habitation ni à la taxe foncière et n’ont pas de cadastre.
présente 3 jours en page d'accueil du 07 février 2021 à 00:01:38 au 10 février 2021 à 00:01:24. Discussion de la proposition."
2021,February,"Quand d’autres cherchent à se réinventer, les musiciens trouvent.
présente 3 jours en page d'accueil du 07 février 2021 à 00:01:38 au 10 février 2021 à 00:01:24. Discussion de la proposition."
2021,February,"Fabrication de papier en Chine ancienne.En 751, aux confins de leurs empires respectifs, une victoire des Arabes sur les Chinois a permis la transmission du secret de fabrication du papier (animation).
présente 3 jours en page d'accueil du 08 février 2021 à 00:00:35 au 11 février 2021 à 00:00:40. Discussion de la proposition."
2021,February,"« Quand un vrai génie apparaît en ce bas monde, on peut le reconnaître à ce signe que les imbéciles sont tous ligués contre lui » est une citation de Jonathan Swift placée en épigraphe de La Conjuration des imbéciles de John Kennedy Toole.
présente 3 jours en page d'accueil du 08 février 2021 à 00:00:35 au 11 février 2021 à 00:00:40. Discussion de la proposition."
2021,February,"Venera 7.Vénus est la première planète à avoir été visitée par un véhicule spatial(photo).
présente 3 jours en page d'accueil du 09 février 2021 à 00:00:35 au 12 février 2021 à 00:00:40. Discussion de la proposition."
2021,February,"Comme d’autres phénomènes naturels, les grands séismes peuvent modifier la durée du jour de quelques microsecondes.
présente 3 jours en page d'accueil du 09 février 2021 à 00:00:35 au 12 février 2021 à 00:00:40. Discussion de la proposition."
2021,February,"Guy Marchand en 2012.Avant d’incarner Nestor Burma pendant huit saisons, Guy Marchand (photo) avait joué un rôle secondaire dans le film Nestor Burma, détective de choc.
présente 3 jours en page d'accueil du 10 février 2021 à 00:01:24 au 13 février 2021 à 00:01:09. Discussion de la proposition."
2021,February,"Le président de la Confédération suisse n’est pas le chef de l’État.
présente 3 jours en page d'accueil du 10 février 2021 à 00:01:24 au 13 février 2021 à 00:01:09. Discussion de la proposition."
2021,February,"Baleine de Cuvier. Capable d'atteindre 3 000 m de profondeur et de rester près de quatre heures sous l’eau, la baleine de Cuvier (illustration)  est le mammifère détenant tous les records de plongée en apnée.
présente 3 jours en page d'accueil du 11 février 2021 à 00:00:40 au 14 février 2021 à 00:01:14. Discussion de la proposition."
2021,February,"En 2003, un juge au Tribunal fédéral suisse est contraint de démissionner après avoir craché au visage d’un de ses collaborateurs.
présente 3 jours en page d'accueil du 11 février 2021 à 00:00:40 au 14 février 2021 à 00:01:14. Discussion de la proposition."
2021,February,"La pyramide de Couhard.Il y a une pyramide antique en Saône-et-Loire (photo).
présente 2.5 jours en page d'accueil du 12 février 2021 à 00:01:22 au 14 février 2021 à 12:00:10. Discussion de la proposition."
2021,February,"Avant d’inspirer lui-même une œuvre de fiction, Cyrano de Bergerac a écrit l’un des premiers romans de science-fiction.
présente 2.5 jours en page d'accueil du 12 février 2021 à 00:01:22 au 14 février 2021 à 12:00:10. Discussion de la proposition."
2021,February,"Freddy Maertens lors du prologue du Tour de France 1978.Freddy Maertens (photo) a conservé le maillot jaune pendant 9 jours et le ruban jaune pendant 22 ans.
présente 2 jours en page d'accueil du 13 février 2021 à 00:01:09 au 15 février 2021 à 00:00:11. Discussion de la proposition."
2021,February,"On trouve dans le Système solaire des formations géologiques en forme de couronne, comme les coronæ de Vénus.
présente 2 jours en page d'accueil du 13 février 2021 à 00:01:09 au 15 février 2021 à 00:00:11. Discussion de la proposition."
2021,February,"Emma Watson au festival de Cannes 2013.Emma Watson (photo) a forgé fin 2019 l’expression « self-partnered » (« en couple avec soi-même ») pour assumer publiquement son célibat.
présente 2 jours en page d'accueil du 14 février 2021 à 00:01:14 au 16 février 2021 à 00:01:03. Discussion de la proposition."
2021,February,"La première des communautés incel — pour involuntary celibacy en anglais, « célibat involontaire » —, aujourd’hui connues pour leur misogynie et les tueries de masse commises par certains de leurs membres, était un réseau d’entraide pour célibataires des deux sexes fondé par une femme.
présente 2 jours en page d'accueil du 14 février 2021 à 00:01:14 au 16 février 2021 à 00:01:03. Discussion de la proposition."
2021,February,"Le Baiser de Rodin.Pas moins de 80 millions de bactéries sont échangées lors d’un baiser amoureux (sculpture).
présente 2.5 jours en page d'accueil du 14 février 2021 à 12:00:10 au 17 février 2021 à 00:01:03. Discussion de la proposition."
2021,February,"Fixée au 11 novembre pour les quatre « 1 » de cette date, la fête des célibataires est l’opération de promotion commerciale générant le chiffre d’affaires le plus important au monde.
présente 2.5 jours en page d'accueil du 14 février 2021 à 12:00:10 au 17 février 2021 à 00:01:03. Discussion de la proposition."
2021,February,"Mouammar Kadhafi au sommet de l’Union africaine en 2009.Lors d’une crise diplomatique déclenchée par le comportement de son fils, le colonel Kadhafi (photo) demande à l’ONU le démantèlement de la Suisse.
présente 3 jours en page d'accueil du 15 février 2021 à 00:00:11 au 18 février 2021 à 00:01:09. Discussion de la proposition."
2021,February,"L’illustrateur de livres pour enfants Benjamin Rabier est le père d’une vache et d’une baleine.
présente 3 jours en page d'accueil du 15 février 2021 à 00:00:11 au 18 février 2021 à 00:01:09. Discussion de la proposition."
2021,February,"Louis de Bonald par Julien Léopold Boilly.Figure de la contre-révolution, Louis de Bonald (portrait) est considéré comme un précurseur de la sociologie.
présente 3 jours en page d'accueil du 16 février 2021 à 00:01:03 au 19 février 2021 à 00:01:03. Discussion de la proposition."
2021,February,"La fourmi coupe-feuille Acromyrmex echinatior est capable de se forger une armure de calcite pour se protéger de ses ennemis.
présente 3 jours en page d'accueil du 16 février 2021 à 00:01:03 au 19 février 2021 à 00:01:03. Discussion de la proposition."
2021,February,"Panneau de la ville de Hundred présentant Henry Church.La ville de Hundred est ainsi nommée en mémoire du premier centenaire qui y a vécu (panneau).
présente 3 jours en page d'accueil du 17 février 2021 à 00:01:03 au 20 février 2021 à 00:01:09. Discussion de la proposition."
2021,February,"Clipperton, seul territoire français dans le Pacifique Nord, est l’atoll le plus isolé du monde.
présente 3 jours en page d'accueil du 17 février 2021 à 00:01:03 au 20 février 2021 à 00:01:09. Discussion de la proposition."
2021,February,"Lyndon Johnson pendant son investiture à bord de Air Force One par la juge Sarah T. Hughes, après l’assassinat de John F. Kennedy.La première investiture de Lyndon Johnson eut lieu à bord de l’avion présidentiel Air Force One (photo).
présente 3 jours en page d'accueil du 18 février 2021 à 00:01:09 au 21 février 2021 à 00:01:29. Discussion de la proposition."
2021,February,"On peut avoir besoin d’un crocodile pour arrêter un train.
présente 3 jours en page d'accueil du 18 février 2021 à 00:01:09 au 21 février 2021 à 00:01:29. Discussion de la proposition."
2021,February,"Walter Schirra lors du programme Mercury en 1962.Walter Schirra (photographie), premier astronaute à se rendre dans l’espace à trois reprises, est le seul à avoir participé successivement aux programmes Mercury, Gemini et Apollo.
présente 3 jours en page d'accueil du 19 février 2021 à 00:01:03 au 22 février 2021 à 00:00:57. Discussion de la proposition."
2021,February,"Le saviez-vous ?, la petite encyclopédie portative pour consoler les bons-à-rien de 64 pages publiée en 1971 aux éditions du Square, est devenue le petit Cavanna illustré de 314 pages chez Pierre Belfond en 1987.
présente 3 jours en page d'accueil du 19 février 2021 à 00:01:03 au 22 février 2021 à 00:00:57. Discussion de la proposition."
2021,February,"Emblème des Nations unies.L’emblème des Nations unies (image) est obtenu par une projection de Postel de la Terre à partir du pôle Nord.
présente 3 jours en page d'accueil du 21 février 2021 à 00:01:29 au 24 février 2021 à 00:01:01. Discussion de la proposition."
2021,February,"Selon une étude publiée par Science Advances en 2017, 60 % des espèces de primates sont en danger d’extinction d’ici un demi-siècle, en raison d’activités humaines.
présente 3 jours en page d'accueil du 21 février 2021 à 00:01:29 au 24 février 2021 à 00:01:01. Discussion de la proposition."
2021,February,"Sequoyah en séquoia ? Sculpture en bois devant le Musée des Indiens cherookees, en Caroline du Nord.Les séquoias tireraient leur nom d’un orfèvre cherokee (statue).
présente 3 jours en page d'accueil du 22 février 2021 à 00:01:29 au 25 février 2021 à 00:01:01. Discussion de la proposition."
2021,February,"Au dire du FigMag, Gérard de Villiers eût souhaité faire poursuivre SAS par un immortel.
présente 3 jours en page d'accueil du 22 février 2021 à 00:01:29 au 25 février 2021 à 00:01:01. Discussion de la proposition."
2021,February,"Björk en concert avec The Sugarcubes au Japon.Björk (en concert) a sorti son premier album, certifié disque d’or, à l’âge de douze ans.
présente 0 jour en page d'accueil du 26 février 2021 à 00:01:25 au 26 février 2021 à 00:01:16. Discussion de la proposition."
2021,February,"Curieuse institution « où l’on ne travaille que pendant les vacances », l’École antique de Nîmes « ouvre ses portes quand les autres ferment les leurs. D’ailleurs il n’y a pas de porte. »
présente 0 jour en page d'accueil du 26 février 2021 à 00:01:25 au 26 février 2021 à 00:01:16. Discussion de la proposition."
2021,February,"Une de la première édition de L’Humanité, le 18 avril 1904. L’Humanité (une)  a été fondée avec le concours d’hommes d’affaires.
présente 3 jours en page d'accueil du 24 février 2021 à 00:01:01 au 27 février 2021 à 00:01:10. Discussion de la proposition."
2021,February,"WISE 0855–0714 est à la fois la plus proche et la plus froide des sous-naines brunes connues.
présente 3 jours en page d'accueil du 24 février 2021 à 00:01:01 au 27 février 2021 à 00:01:10. Discussion de la proposition."
